,review,rank,Actual Label,Predicted Label,tokenized,Raw Sentiment Score,Normalized Sentiment Score
100933,아기가 너무 좋아해요..금방 먹구요.. 긍데 먹고나믄..장남아님..ㅠ,4,1,0,좋아해요금방먹구요긍데먹고나믄장남아님,-2.0392953442313404,3.9803523278843302
112694,배송비가 더나와그렇지 만족함돠,5,1,0,배송비더나와만족함돠,-1.627704256643176,4.186147871678412
174177,안면에 안경쓰고 김서립니다.,4,1,0,안면안경서립니다,-0.16967636050303078,4.9151618197484845
162678,배민효자손사려다 플라스틱효자손이 디자인과 자재에 비해 너무 비싸서 이제품을 샀는데 진짜 나무고 냄새도 나무냄새나고 좋네요~,5,1,0,배민효자손사려플라스틱효자손디자인자재비해비싸서제품나무냄새나무냄새나고좋네요,-1.1403320185459538,4.429833990727023
11864,재구매 냉동이라도 살이 있네요.. 잘 먹었습니다..,5,1,0,재구매냉동이라도살이먹었습니다,1.257622333992504,5.628811166996252
84529,마니 파세여,5,1,0,마니파세여,0.02755682730931064,5.013778413654656
92144,갓김치 하면 여수돌산갓김치! 먹으면 계속사요....안드셔본 분들은 꼭 드셔보세요꼭꼭,5,1,0,갓김치돌산갓김치먹으면드셔본꼭드셔보세요꼭꼭,1.1444988013797295,5.572249400689865
78005,구우웅우ㅜㅇㅅ,5,1,0,우웅우ㅜㅇㅅ,0.48436354075202026,5.2421817703760105
109327,받자마자 입고 나왔어요 슬랙스에 린넨재킷걸치니까 날씨랑 딱 맞네용,5,1,0,받자마자입고나왔어요슬랙스린넨재킷걸치니까날씨맞네용,1.2688405778873137,5.634420288943657
80632,쇳가루 잘걸러지네요 수도물을 틀면 쇳가루 같은게 보여서사용했는데필터에 쇳가루가 걸러지는걸 보니 안심이 되네요좋아요,5,1,0,쇳가루걸러지네수도틀쇳가루같은게보여서사용했는데필터쇳가루걸러는걸안심되네요좋아요,6.412466972412178,8.206233486206088
63974,디테알함이 살아있어요 짱국아범님,5,1,0,디테알함살아있어요짱국범님,0.5053557507367586,5.252677875368379
163003,스탠리 보온 잘 되는걸로 유명하죠~ 뚜껑은 분리가 되서 세척할 수 있어서 좋으네요.,5,1,0,스탠리보온는걸유명하죠뚜껑분리되서세척좋으네요,0.5618585362801561,5.280929268140078
136812,보기 잘 좋게 왔습니다 후기 좋은데는 이유가 있는거같아용,5,1,0,보기좋게왔습니다후기좋은데는이유있는거같아용,1.0261271181390945,5.513063559069547
182489,90cm 14.5kg 31개월 사이즈 하나 더 큰걸로 했어도 될 것 같아요~ 세탁하고 나니 너무 딱 맞아요 자동차 좋아해서 입을때 마다 좋아하긴 하네요,5,1,0,90cm14.5kg31개월사이즈큰했어도될세탁나니맞아요자동차좋아해서입마다좋아하긴,2.0630566832226007,6.031528341611301
75064,저번이도 주문 했었답니다 마스킹 테이프도 그렇고 비닐 길이도 그렇고 매우 만족하고 잘 사용했답니다 재구매 의사 있습니다,5,1,0,저번주문했었답니다마스킹테이프그렇고비닐길이그렇고매우만족하고사용했답니다재구매의사,1.1905507605646033,5.595275380282302
137628,속력이 장난아니네요,5,1,0,속력장난아니네요,-5.390756456404604,2.304621771797698
95646,서울쪽에서 오시는 분들이 거리상 좋을거 같습니다... 춘천쪽에서 가시면 반대로 넘어갔다 오셔야 해요~ 물건은 잘썼습니다.,5,1,0,울쪽오시거리상좋을거춘천쪽가시반대넘어갔다오셔야물건잘썼습니다,0.31727999033941123,5.158639995169706
135801,생각했던거보다 색이연해요! 사이즈는 크게 샀더니 맞아요,4,1,0,했던거보다연해사이즈크게샀더니맞아요,-1.7470527990036033,4.126473600498199
28350,아직 안써봤는데 잘지워지문 좋겄어요,5,1,0,봤는데지워지문좋겄어,0.22622487337160302,5.113112436685801
53801,이전에 쓰던 5천원짜리 공병에 비해 훨씬 향수도 잘들어가요. 특히 뿌릴때 싼거는 물총으로 쏘는 느낌이라면 이건 에프킬라처럼 촥촥 잘퍼짐 아뭐라하지 아무튼 진짜 향수병에서 뿌리는거처럼 잘나와요 촥초ㅑㅊㄱ,5,1,0,이전쓰던5천원짜리공병비해향수들어가요특히뿌릴싼거는물총쏘는느낌이라면에프킬라촥촥퍼짐뭐라하지아무튼향수병뿌리는거처럼잘나와요촥초ㅑㅊㄱ,-3.5774961664424545,3.2112519167787723
96663,싸이즈별로 높낮이가 다양해서 편리하게 사용할수 있어요,5,1,0,싸이즈별로높낮이다양해서편리하게사용할수,-2.5360668357150766,3.7319665821424612
185858,"생각보다 크기가 너무크네요 소자 두개 중자 두개로 주문했는데 중,대로 온것처럼 생각보다 커서 당황했어요::그래도 튼튼하고 잘 미끄러지지도않고",4,1,0,무크소자주문온것처럼커서당황::튼튼하고미끄러지지도,1.8675839916725974,5.933791995836299
23735,배송이 잘 와서 좋네용,5,1,0,배송,-0.7487450991655623,4.625627450417219
174366,굿 굿모닝이요 아 진짜 너무 늦게 않고 있다 해도 그것을 통해 얻는 것은 하나도 없네 오늘 나 ㅋ ㅋㅋ 아 ㅋ 오늘 나 ㅋ 오늘 나 ㅋ 오늘,5,1,0,굿굿모닝늦게통해얻는없네오늘오늘오늘오늘,-2.4209958850641353,3.7895020574679323
41594,더블로하긴 힘드네요,5,1,0,더블하긴힘드네요,-3.379219242858441,3.310390378570779
39512,생각보다 얇은 면인데 잘 닦여요 김서림방지닦이도 잘 듣더라구요,5,1,0,얇은닦여요서림방지닦이도듣더라구요,-0.4896630764018535,4.755168461799073
196898,사진평도 달게요ㅎㅎ,5,1,0,진평달게요,0.19508879377621005,5.097544396888105
172373,차량온도 낮아지는 기분이에요. 근데아침저녁 치고걷기 귀찮아요.,5,1,0,차량온도낮아지는기분아침저녁치걷기귀찮아요,-1.1214471791883507,4.439276410405824
181548,이것저것 써봣는데 아직까진 이것만큼 효과본건 없음,4,1,0,써봣는데까진효과본건없음,-1.8877910000358467,4.056104499982077
168306,다이*에서 안개를 한장 먼저 구입해서 시도해봤는데 50X120이라서 가로가 짧아서 여기서 구입을 했어요. 가격도 여기가 배송비 빼면 더 저렴합니다. 자투리 남은걸로는 작은 창들 붙일려구요. 외부 시선차단이 목적이면 안개가 젤 무난한거 같아요,5,1,0,*안개한장먼저구입시도해봤는데50X120이라서가로짧아서구입가격배송비빼면저렴합니다자투리남은로는작은창붙일려외부시선차단목적이면안개젤무난,3.802580313465642,6.901290156732822
101382,칸칸이 되어있어서 편하긴한데 뚜껑닫기가 좀 힘듭니다 세반찬 다먹을때까지 다른반찬을 담을수 없다는것을 생각못했었네요ㅋㅋ,4,1,0,칸칸이되어있어서편하긴한데뚜껑닫기가힘듭니다세반찬먹을반찬담을수없다는것을했었네요,1.7865854161461594,5.89329270807308
8219,가격이 비싸요. 배송비 포함 만원이 안넘어야 적정가격인 듯 하네요,4,1,0,가격비싸요배송비포함만원안넘적정가격,-9.849047410231472,0.07547629488426377
199970,진짜로 진한 보라색이네요,5,1,0,진한보라색,-1.073348704578563,4.463325647710718
80041,"문을 중형으로 사서 상단 패널도 중형이면 될줄 알았는데 사이즈가 조금 작네요 ㅠ 대형 시킬걸,.... 주문 실수니까 그냥 구매 합니다 수고하세요",4,1,0,"중형사서상단패널중형될줄알았는데사이즈작네요대형시킬,....주문실수니까구매수고",-0.7821956914280428,4.608902154285978
56833,이상없이 잘받았습니다ㅡ,5,1,0,ㅡ,0.0,5.0
96560,베이지시트인데 오염된거 잘 지워지내요,4,1,0,베이지시트오염된거지워지내요,-0.9774124220940684,4.511293788952965
95292,이전에 빨대 사용햇을때보다 설거지거리가 하나 줄었네욬ㅋㅋ,5,1,0,이전빨대사용햇설거지거리줄었욬,-0.19905731347662942,4.900471343261685
36612,도돔합니다 도톰해요,5,1,0,도돔도톰해요,0.712467697688606,5.356233848844303
118084,가격 대비 led 갯수가 많아서 밝은 편입니다.,5,1,0,가격대비led갯수많아서밝은편입,1.5625937545388173,5.781296877269408
150004,아바이순대에 같이 나오는 명태무침맛에서 조금 아쉬웠어요!,4,1,0,아바이순대나오는명태무침맛아쉬웠어요,-3.723299614820547,3.1383501925897264
191492,색이쁘고요 귀여어요,5,1,0,이쁘고요귀여어요,0.6552627101512403,5.32763135507562
32896,피부에 자극이 없어서 눈가에 발라도 자극이 하나없어요 멍도 잘빠지는듯해요 빨강에서 보통 초록으로 연두? 노랑?으로 변하면서 빠지는데 이제품을 바르니 거즘 검붉은 빨강서 색이 빠져나가네요,5,1,0,피부자극눈가발라자극멍잘빠지는듯빨강보통초록연두노랑변하면서빠지는데제품바르니거즘검붉은빨강빠져나가네요,2.1190678765205777,6.059533938260289
24610,잘받앆습니다ㅋㅋ-ㅋ,5,1,0,잘받앆습니-,1.0181467401686706,5.5090733700843355
166060,"주문제작 상품이라 주문~배송까지 딱 10일 걸렸어요. 알고 주문했던 부분이라 기다리는 동안 불편함은 없었습니다. 처음에 상품 받고 이너백이 더 큰거 아닌가? 생각이 들었었는데, 전혀!! 아주 딱 맞아요~ 유용하게 오래 잘 사용할것 같아요!",4,1,0,주문제작상품주문배송10일걸렸어요주문했던기다리는불편함은없었습니다상품받고백이큰거아닌가들었었는데전혀맞아요유용하게오래사용할것,-1.5923267076603171,4.203836646169841
45975,박스 종이 상자는 좀 오래되면 냄새도 나고 습기차고 그러는데 플라스틱재질이라서 종이상자보다 훨씬 더 좋은 것 같습니다.,5,1,0,종이상자오래되면냄새나고습기차고그러는데플라스틱재질이라서종이상자좋은,-0.9690824965212224,4.515458751739389
120975,물티슈로 절대안지워지던 기름때가 진짜 마법처럼 지워져요 ㄷㄷ 지인의 차시트에있는 볼펜자국까지도요,5,1,0,물티슈절대안지워지던기름마법지워져요ㄷㄷ지인시트볼펜자국,0.061663120119871226,5.030831560059935
106701,생각햇던것 기대이상이네요 소재도고급스럽고요,5,1,0,햇던것소재고급스럽고요,-0.05199932416208126,4.97400033791896
186027,빠륻 배송 안뜯어봤네요,5,1,0,빠륻배송뜯어봤네요,-2.800895048188663,3.5995524759056687
123095,이번업구매는한방에 작동.열도많이 떨어지고 충전도 잘됩니다.그래도 일주일사용해보고 성능검사완료후 안심.,5,1,0,업구매는방작동열도많이떨어지고충전됩니다일주일사용해보고성능검사완료안심,-1.1536193869502,4.4231903065249
10355,여른내내 잘 사용하였습니다. 생각보다 무겁긴하지만 움직일일이 없어서 크게 문제 되지는 않습니다.,5,1,0,른내내사용하였습니다무겁긴움직일일이크게되지는않습니다,1.3666176776856909,5.683308838842845
58092,재구매 요청한시간대로 배송 잘됬어요!,5,1,0,재구매요청배송됬어요,1.3751191822647333,5.687559591132366
56152,아직안해보았지만 왠지모르게 기대가 됩니다,5,1,0,해보았지만왠지모르게기대됩니다,2.048181113066136,6.024090556533068
196068,향은 별로예요ㅠㅠ 좋은건지는잘모르겠구요 별로효과없는거같은데....,4,1,0,향별로좋은건지는잘모르겠구요별로효과없는거같은데,-16.574601950906004,0.0
16843,재구매 전여기아님 아보카도사질않아요😆😆,5,1,0,재구매기아님아보카도사질😆😆,2.556154649661883,6.278077324830941
197196,또 주문할것 같아요!,5,1,0,주문할것,0.395750156274733,5.197875078137367
157653,베베숲 라인 여러개 썼는데 시그니처가 크기나 두께 부드럽기 면에서 젤 괜찮은거 같아요~^^,5,1,0,베베숲라인여러썼는데처가두께부드럽기젤괜찮은~^^,0.38305354413365666,5.191526772066828
171487,색깔은 이뿐데 실루엣 케이스 처럼 외관이 엄청 좋지는 않네요.. 그리고 일단 아이폰 xs max를 사용하고 있는데 스피커 부분에 먼지가 너무 많이 자주 끼네요. 그래서 벗겨서 내부를 살살 닦아 줬는데 기스가 심하게 나네요.;;;,4,1,0,색깔이뿐데실루엣케이스외관좋지는아이폰xsmax사용있는데스피커먼지많이자주끼네요벗겨서내부살살닦아줬는데기스심하게나네요.;;;,-4.481925706107111,2.7590371469464445
130928,빠른배송으로 잘 받았습니다 일단 좀 찰랑거리는 폴리제질인지 알았는데 면티셔츠네요 아무튼 잘 받았습니다,4,1,0,빠른배송찰랑거리는폴리질알았는데티셔츠아무튼,0.8404224715762165,5.420211235788108
114233,생각보다 커서 오래입힐거같아요!,5,1,0,커서오래입힐거,-0.5701536623459356,4.714923168827032
60558,수고 하시고 많이 파세요.,4,1,0,수고하시고많이파세요,-0.9619281973703496,4.519035901314825
135223,재구매 연휴껴서 그날출고가 안되어서 배송좀 늦엇너요 ㅠ,5,1,0,재구매연휴껴서그날출고안되어서배송늦엇너,0.36660921985858974,5.183304609929295
163339,초릿대가 불량이었는데 바로 초릿대 보내주신다네요 감사합니다,5,1,0,초릿대불량이었는데초릿대내주신다네요감사합니다,-2.9755664092961243,3.512216795351938
79798,모기가 없어서인지 아직은 잘 모르겠네요,4,1,0,모기모르겠네요,-4.813311603612888,2.593344198193556
164659,"재구매 가격대비 좋습니다 단, 쭈갑은 그날그날 관심갖는 에기가 달라 종류별로 구매하시길..",4,1,0,재구매가격대비좋습니다단쭈갑그날그날관심갖는에기달라종류별로구매하시길,0.5708616640018522,5.285430832000926
119947,가격도 저렴하고 사용 시 문제 없었어요~^^ 다른 사람이 산 유심은 고장난 것도 있더라고요~~,5,1,0,가격저렴하고사용없었어요~^^산유심고장난있더라고요,0.8901853243846205,5.445092662192311
25464,순대 냄새안나구 마싯아요,5,1,0,순대냄새나구마싯아요,-1.5183044096607332,4.240847795169634
71925,생각보다 재질이 종이같은느낌이네요 잘닦여요!,4,1,0,재질종이느낌이네요닦여요,-0.7948943453019879,4.602552827349006
93047,쳐랴허려갸라푸허랴갸,5,1,0,쳐랴허려갸라푸허랴갸,0.0,5.0
80150,만들어먹는것보다 효율적이에요,5,1,0,만들어먹는것보다효율,1.2394722773017661,5.619736138650883
80830,오일병뚜껑 안주는줄 알고 추가 구매했는데 주네요ㅠㅠ,4,1,0,오일병뚜껑주는줄추가구매주네,2.7235557944295703,6.361777897214785
165642,엄청 맛있다고 기대를 많이해서 그런가 그냥 그래여,4,1,0,맛있다고기대많이런가그래여,-2.9328835800120006,3.5335582099939997
157849,생각보다너무두꺼워서 신랑이자다깨서 땀나서 벗더라구요ㅋㅋ 엄청따순가봐여ㅜㅜ,4,1,0,두꺼워서신랑이자깨서땀나서벗더라구요따순가봐여,1.8674187581814734,5.933709379090737
196180,케이스가 약간 허접해요~~,4,1,0,케이스접해,-3.188097330874739,3.405951334562631
143479,조아라라구 하더라구요,4,1,0,조아라라하더라구요,-0.7537882253646544,4.6231058873176725
116206,이갈이로최도,5,1,0,이갈이최,-0.08438632904195505,4.957806835479023
127652,잘쓰겟씁니다,5,1,0,잘쓰겟,0.041657057479473215,5.020828528739736
42886,사은품 빠짐없이왔긔요 겉커버는 바로세탁해뒀답니다 수면의질이 높아지겠어요 기대중입니다^^♡,5,1,0,사은품빠짐왔긔겉커버바로세탁해뒀답니다수면질높아지겠어요대중^^♡,0.2722165120356217,5.136108256017811
71575,계속쓰게 도는 제품입니다,5,1,0,쓰게제품,-3.2564467995959268,3.371776600202037
177561,굿 ㄱㅈ긔ㅈㄱ디ㅡㅡㅂㄷㄱㅌㄱ지지ㅡ븤딛ㄱㅂㅈㅂ지ㅡ긋ㅁㅈㅂㅈ브ㅡ기ㅡㅢㅣㅅㅈㄱㅅㄷ그딫그윽ㅈㄷㄱㄷ슨ㄷㄱ,5,1,0,굿ㄱㅈ긔ㅈㄱ디ㅡㅡㅂㄷㄱㅌㄱ지지ㅡ븤딛ㄱㅂㅈㅂㅡ긋ㅁㅈㅂㅈ브ㅡㅡㅢㅣㅅㅈㄱㅅㄷ그딫그윽ㅈㄷㄱㄷ슨ㄷㄱ,0.6927159008995907,5.346357950449796
123946,생각보다는 오래 베고있으면 뒷목이 당겨요 다리는 올리면 편해서 다리만 올리고 자요 U자보다 L자가 다리만 올리긴 편할것같아요,4,1,0,보다는오래베고있으면뒷목당겨요다리는올리면편해서다리올리고UL자가다리올리긴편할것,2.3544572066793137,6.177228603339657
70244,"화면과 동일. 화면색상보다 조금 밝은거 같아요. 시큼한 기름냄새가 나고, 세탁 후 이용할 예정이지만, 구구절절 감사글에 세탁 여/부 안내글도 넣어주셨으면 좋겠어요.",4,1,0,화면동일화면색상밝은거시큼한기름냄새나고세탁이용예정절절감사글세탁/부안내글넣어주셨으면좋겠어요,-0.8956674301685256,4.552166284915737
71011,손으로만졌을때 느껴질정도의 바람이 아니라 시원할지 의문이지만 아기가 시원해할거라믿고 잘써보겠습니다~,4,1,0,으로만졌을느껴질바람시원할지의문시원해할거라믿고잘써보겠습니다,1.695945657831057,5.847972828915529
157552,잘 받았습니다. 오래 쓸 것 같아요.,5,1,0,오래쓸,0.059359199091513506,5.029679599545757
4226,치마는 좀 타이트했지만 그래도 잘입었어요,5,1,0,치마타이트했입었어요,-0.1279583690630443,4.936020815468478
170102,약간 부실하긴 하지만 신발 올려놓는 용도로는 충분합니다,5,1,0,부실하긴신발올려놓는용도로는충분합니다,0.7023164122442526,5.351158206122126
47294,발진 안생겨서요..,5,1,0,발진생겨서요,-0.3852554850239481,4.8073722574880255
109165,택배 빨랐고 아직은 잘 붙어 있고 한달뒤 리뷰 생각중 왜냐면 아직은 파츠가 잘 붙어 있음 ㅎㅎ,4,1,0,택배빨랐고붙어있고달뒤리뷰왜냐면파츠붙어있음,-3.0912976491941024,3.454351175402949
17572,표면 질감을 화면으로는 제대로 알수가 없었다 실패한 주문이지만 반품이 귀찮고 반품비가 아까워서 벽지가 아닌 다른 용도로 쓰려고 궁리를 하는 중입니다 ㅠ,4,1,0,표면질감화면으로는알수가없었다실패한주문반품귀찮고반품아까워서벽지아닌용도쓰려고궁리,-28.357859359847154,0.0
120023,젤리가 어떤건 오래된건지 플라스틱에 늘러붙는 부분이 있네요! 빼곤 다 괜찮습니다.,5,1,0,젤리어떤건오래된플라스틱늘러붙는빼곤괜찮습니다,-1.730744804547301,4.134627597726349
35628,오징어별로잘안좋아하는데 맛있어요ㅎ,5,1,0,오징어별로잘안좋아하는데맛있어요,-1.765291831438881,4.117354084280559
129496,"기대고, 엎드리고, 누워서 다리를 올려도 딱이어서 아주 잘 사용중입니다~",5,1,0,기대고엎드리고누워서다리올려도딱이어서사용,0.28901662735824074,5.14450831367912
10724,이렇게 굵고 튼실한 다시마가 너무 싸요 지금까지 비싸게 주고뭘산건지,5,1,0,굵고튼실한다시마싸요비싸게주고뭘산,-3.6280823922429546,3.1859588038785227
93409,맛나요 호박캔디 굿 맛나요,5,1,0,맛호박캔디굿맛,-1.0277089482936435,4.486145525853178
97056,강력해서 강아지털까지 쏙쏙 빠져요^^,5,1,0,강력해서강아지털쏙쏙빠져요^^,0.048490017209227215,5.0242450086046135
17397,비닐쓰다 다른 재질이라 방수는 100프로는 아닌듯해요 잘쓰고있어요,4,1,0,비닐쓰다재질방수100프로아닌듯잘쓰고있어요,-1.38058897873184,4.30970551063408
14283,와우 불맛 제대로 불고기 네요 직화맞아요 ㅎㅎ,5,1,0,와우불맛불고기직화맞아요,0.8844679800492317,5.442233990024616
62483,로래오래 잘 씹어 먹어요,4,1,0,래오래씹어먹어요,1.3624906278645492,5.6812453139322745
53927,가격도 다른곳보다 저렴하고 배송비가 없다는 장점이 큽니다.,5,1,0,가격저렴하고배송비없다는장점큽니다,-1.52926946004145,4.235365269979275
199215,기본으로 살만합니다 ㅎㅎ,5,1,0,,0.0,5.0
122249,예뿐데.. 매트는 ss는 아니고 걍 s인득,5,1,0,뿐데매트ss아니고걍s인득,-4.020709177622412,2.989645411188794
60122,굿 가게서직원들입을려고욗ㄷㄱ픋ㅅ븞ㅂㄷㅂㅅㅂㄴㅂㅅㅂㄴㅂㄴㅂㄴㅂㄷㅂㄷㅂㅈㅂㄷㅂㅅㄱㄷㄱㅅㅋㅊㄱㅈㄱㅈㅂ,4,1,0,굿가게직원들입을려고욗ㄷㄱ픋ㅅ븞ㅂㄷㅂㅅㅂㄴㅂㅅㅂㄴㅂㄴㅂㄴㅂㄷㅂㄷㅂㅈㅂㄷㅂㅅㄱㄷㄱㅅㅋㅊㄱㅈㄱㅈㅂ,0.2630924236157358,5.131546211807868
164936,"화해에서 보고 구매했습니다. 피부장벽이 약하다보니, 겨울에 수분과 유분조절이 안되서 고생했는데, 이 제품이 도움이 될거같네요.",5,1,0,화해구매피부장벽약하다겨울수분유조절안되서고생제품도움될거,2.4406823283989754,6.220341164199487
3003,배송이느려요 상품은 좋아요~~~~~~,4,1,0,배송느려요상품좋아요~~~~~~,2.599952102941215,6.299976051470607
189653,휠청소할때 좀편하겠네요,5,1,0,휠청소할때편하겠네요,0.3898545405497108,5.194927270274856
31258,접착력이 좋고 얇고 다 쓴부분 떼어내기 좋아요. 거치대가 있어서 좋가한데 뺐다 넣다가 쉽게 되지 않아서 좀 귀찮긴 하네요.,4,1,0,접착좋고얇고쓴떼어내기좋아요거치대가좋가한데뺐다넣다가쉽게되지않아서귀찮긴,7.285773651234068,8.642886825617033
69323,먹은지 2주일 정도 되었는데 저는 솔직히 크게 효과가 있는지는 모르겠어요. 암튼 열심히 먹어볼께요~~,5,1,0,먹은지주일되었는데솔직히크게효과있는지는모르겠어요암튼열심히먹어볼께요,-1.5197148149762618,4.240142592511869
103582,너무 따뜻하다^^,5,1,0,따뜻하다^^,0.3894020198849223,5.194701009942461
188156,빠른배송이었구요. 비닐이 얇아서 한번에 떨어지지 않는게 시공하면서 힘들었어요.,4,1,0,빠른배송이었구요비닐얇아서떨어지지않는게시공힘들었어요,-0.5985105360466862,4.700744731976657
104886,바른듯안바른듯 자연스럽세보정되요,5,1,0,바른듯바른듯자연스럽세보정되요,0.8800212159853658,5.440010607992683
161015,서랍 깊숙히 잠들어있는 가을 겨울에 입어야하나? 세탁후 보플이..ㅡ.ㅡ,4,1,0,서랍깊숙히잠들어있는가을겨울입어야하나세탁보플ㅡㅡ,-1.4466319197840627,4.276684040107969
153423,재구매 고추장과 무지개 둘이면 끝납니당. ㅎ,5,1,0,재구매고추장무지개둘이면끝납니당,2.6098011253394233,6.304900562669712
118077,재구매 진짜 맛괜춘요 냄새없고 이가격에 이런품질이 신기함 갠적으로 우삼겹이 훨 괜춘했음,5,1,0,재구매맛괜춘냄새가격품질신기함갠우삼겹훨괜춘했음,0.9860582965874995,5.49302914829375
134990,2000개 어마어마하네요ㅋㅋ 너무 많아서 여기저기 써야겠어요~~,5,1,0,2000어마어마하네요많아서여기저기써야겠어요,0.44200350826410684,5.221001754132053
193470,딸이 키171입니다 그정도 되어야 멋스런 느낌이 나요 스타일 멋지고 덜 까슬거리는 데 드라이해야 할 듯행ㆍ,5,1,0,딸키171되어야멋스런나요스타일멋지고덜까슬거리드라이해야듯행ㆍ,-5.009130467082424,2.495434766458788
147926,폼텍라벨지 필요해서 구먀햇어요,5,1,0,폼텍라벨필요해서먀햇,1.1585843804904266,5.579292190245213
62203,맛있있어요 ~ 고기도 야채도 꽤 들었어요.!! 이미 재구매 했어요.!!,4,1,0,맛있있어요고기야채꽤들었어요.!!이미재구매.!!,0.6814399944233047,5.340719997211652
100423,생각보다 크기가 작네요,5,1,0,작네요,-2.1386378902469945,3.9306810548765028
71591,밑바닥이 눌어붙지 않고 아주 잘 사용하고 있습니다^^,5,1,0,밑바닥눌붙지사용^^,0.8077716607395578,5.403885830369779
142097,아직 별로 안써서 모르겠지만 써보다보면 효과 나타나겠죠,5,1,0,별로써서모르겠지만써보다효과나타나겠죠,-6.425787289423454,1.787106355288273
13708,여러번 옻칠되었다해서 블랙고급수저로 샀는데 사용한지 한달도안됐는데 젓가락 한개만 칠벗겨져서 속상하네요,4,1,0,여러옻칠되었다해블랙고급수저사용한지도안됐는데젓가락한개벗겨져서속상하네요,-4.978506587863349,2.5107467060683253
48239,열자마자고소한냄새~~~,5,1,0,열고소한냄새~~~,-1.1812256744267609,4.4093871627866195
74610,좋ㄹ아ㅛㄴ~~,5,1,0,ㄹㅛㄴ,0.19335034854633254,5.096675174273166
123805,생각보다 달아서 놀랬어요.. 성분을 제대로 안본 제 실수죠 ㅠㅠ,5,1,0,달아서놀랬어요성분본실수죠,-1.9117576796211844,4.044121160189408
102976,오른발에 칠이 벗겨져서 왔네요...고거 빠고는 다괜찮아요,4,1,0,오른발칠이벗겨져서고거빠고괜찮아요,0.05348482111588304,5.026742410557942
149600,아직 애들한테 어렵긴한데 재밌어는해요.체스랑 비슷한 느낌,4,1,0,애한테어렵긴한데재밌어는체스비슷한,-0.6552084671228362,4.672395766438582
185346,맛ㅇㅅㅣ쎠횽,5,1,0,맛ㅇㅅㅣ쎠횽,0.0,5.0
150995,그냥 대두볼캡은 좀 작아서 시켜봣는데 딥따큼,4,1,0,볼캡작아서시켜봣딥따큼,0.03731096802852549,5.018655484014262
68040,사진과 같아요 그리고 생각보단 높아요-! 냉장고에 들어가지 않아 고민입니다ㅠ 사이즈를 좀더 확인할껄 그랬어요ㅠ,5,1,0,사진보단높아요-!냉장고들어가지않아고민사이즈좀더확인할껄그랬어요,-2.8836813387720337,3.558159330613983
43568,옷을 걸면 밑단이 아래 나무판에 걸려요,4,1,0,옷걸면밑단아래나무판걸려요,-5.608777075743539,2.1956114621282303
149037,이불은생각보다 작고 배개는 생각보다 여유가 있는 사이즈네요,5,1,0,이불작고배여유사이즈,-0.7307349458807091,4.634632527059646
122786,딸냄 사줬더니 잘 맞는다고 하네요..,4,1,0,딸냄사줬더니맞는다고,-1.099901617424981,4.450049191287509
150743,분사략이 너무 안좋네요,5,1,0,분사략안좋네요,-4.9104114293796535,2.5447942853101733
21115,재구매 주문이 밀려서 배송이 늦었는데 미리 문자라도 주셨으면 좋았을 거 같아요.. 제품은 좋아서 계속 재구매 중입니다.,4,1,0,재구매주문밀려서배송늦었는데미리문자라도주셨으면좋았을제품좋아서재구매,5.840339185466739,7.92016959273337
154007,재구매 매번여기서사지요ㅋㅋㅋ,5,1,0,재구매사지ㅋㅋㅋ,0.0983543000278817,5.049177150013941
